Distribució de la superfície agrícola utilitzada (SAU)
Municipis. 2020
Font: Idescat, a partir de les dades del Cens agrari de l'INE.
(..) Dada confidencial, amb baixa fiabilitat o no disponible.
Institut d'Estadística de Catalunya
https://www.idescat.cat/pub/?id=censag&n=16059&geo=mun
Codi;Nom;SAU  explot.;SAU  ha;Terres llaurades  total  explot.;Terres llaurades  total  ha;Terres llaurades  conreus en hivernacle o amb protecció alta accessible  explot.;Terres llaurades  conreus en hivernacle o amb protecció alta accessible  ha;Terres llaurades  conreus herbacis a l'aire lliure i/o amb protecció baixa  explot.;Terres llaurades  conreus herbacis a l'aire lliure i/o amb protecció baixa  ha;Terres llaurades  guarets (inclou terres sembrades per a adob en verd)  explot.;Terres llaurades  guarets (inclou terres sembrades per a adob en verd)  ha;Terres llaurades  conreus llenyosos permanents a l'aire lliure  explot.;Terres llaurades  conreus llenyosos permanents a l'aire lliure  ha;Terres llaurades  horts per a consum propi  explot.;Terres llaurades  horts per a consum propi  ha;Terres per a pastures permanents  explot.;Terres per a pastures permanents  ha
082883;Torrelles de Foix;79;1083;79;1078;0;0;32;197;33;76;74;805;19;0;5;5
082896;Torrelles de Llobregat;24;105;23;68;1;2;8;16;4;4;22;46;5;0;2;37
171978;Torrent;9;112;9;112;0;0;7;107;2;4;3;1;1;0;0;0
252326;Torres de Segre;187;3826;185;3807;1;5;71;1061;80;236;165;2505;17;0;7;19
252332;Torre-serona;35;450;32;415;0;0;24;192;20;29;24;194;4;0;3;35
171984;Torroella de Fluvià;33;995;31;994;1;0;30;855;15;55;12;84;7;0;3;2
171997;Torroella de Montgrí;73;1734;73;1583;4;1;52;1081;26;57;51;443;23;1;4;151
431541;Torroja del Priorat;44;207;44;198;0;0;2;0;18;8;44;190;3;0;4;9
172001;Tortellà;13;308;12;296;1;0;12;295;1;0;3;1;3;0;6;12
431554;Tortosa;1092;5745;1089;5364;10;16;132;305;79;159;1066;4881;99;3;17;381
172018;Toses;17;2302;12;247;0;0;9;247;1;0;0;0;6;0;17;2055
172023;Tossa de Mar;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
252347;Tremp;144;6971;138;3169;0;0;120;2806;59;173;84;189;28;1;41;3802
172044;Ullà;23;569;22;569;0;0;16;245;7;11;20;313;5;0;1;0
082900;Ullastrell;11;41;10;35;0;0;7;16;1;0;10;18;3;0;2;6
172057;Ullastret;26;681;26;681;0;0;25;624;16;40;13;17;10;0;0;0
431567;Ulldecona;554;6595;551;6294;7;7;101;650;131;229;536;5406;45;1;5;302
431573;Ulldemolins;55;590;55;590;0;0;13;14;17;10;54;566;13;0;0;0
172039;Ultramort;14;310;13;308;0;0;12;280;6;23;1;4;3;0;1;2
172060;Urús;6;257;4;34;0;0;4;33;1;1;0;0;1;0;3;223
082917;Vacarisses;5;270;5;191;0;0;4;145;2;9;3;37;2;0;2;79
170144;Vajol, la;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
172076;Vall d'en Bas, la;114;3096;104;1391;0;0;104;1373;3;4;6;13;35;1;49;1705
172082;Vall de Bianya, la;45;2045;40;680;1;0;39;676;0;0;2;3;9;0;35;1365
250432;Vall de Boí, la;41;5277;25;58;0;0;11;57;1;1;2;0;19;0;40;5219
259010;Vall de Cardós;14;1584;10;18;0;0;7;16;1;0;2;2;4;0;13;1566
082922;Vallbona d'Anoia;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
252385;Vallbona de les Monges;44;1563;44;1563;0;0;38;992;28;85;39;485;10;0;2;0
082938;Vallcebre;9;325;9;59;1;0;9;59;0;0;1;0;0;0;7;266
431589;Vallclara;20;214;20;208;0;0;5;17;12;12;20;179;2;0;2;6
252402;Vallfogona de Balaguer;124;2531;119;2099;1;0;116;2021;29;26;22;51;19;1;9;432
171707;Vallfogona de Ripollès;16;1336;14;68;0;0;12;68;0;0;0;0;5;0;15;1268
431592;Vallfogona de Riucorb;12;452;12;452;0;0;12;382;8;24;10;46;2;0;0;0
082943;Vallgorguina;5;32;5;24;1;0;5;22;0;0;1;1;0;0;2;8
082956;Vallirana;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
172095;Vall-llobrega;8;21;8;21;1;0;1;0;1;0;8;19;4;0;0;0
431606;Vallmoll;101;609;101;609;1;0;15;4;26;18;100;586;18;0;1;1
082969;Vallromanes;4;112;3;8;0;0;2;1;2;6;2;1;2;0;2;103
431613;Valls;333;2322;331;2308;3;1;67;409;117;121;327;1775;68;2;6;15
259062;Valls d'Aguilar, les;34;2291;20;102;0;0;17;98;0;0;3;4;5;0;34;2189
252398;Valls de Valira, les;49;4339;35;205;1;1;29;200;2;0;3;4;11;0;46;4134
431628;Vandellòs i l'Hospitalet de l'Infant;99;577;97;424;1;1;13;12;4;1;97;410;25;1;5;152
259097;Vansa i Fórnols, la;11;921;9;156;0;0;9;153;0;0;2;2;3;0;10;765
082975;Veciana;44;1753;44;1732;0;0;42;1619;26;107;2;6;9;0;2;22
431634;Vendrell, el;79;793;79;793;0;0;19;125;31;76;77;592;6;0;0;0
172109;Ventalló;62;1369;59;1368;1;0;51;960;22;41;35;365;12;0;4;1
252424;Verdú;119;2571;119;2570;0;0;93;1235;63;140;97;1194;8;0;1;1
172116;Verges;21;616;21;616;0;0;21;588;9;26;1;2;3;0;1;0
431649;Vespella de Gaià;43;426;41;422;1;2;9;50;16;24;39;345;9;0;5;5
082981;Vic;94;1381;93;1336;2;0;92;1316;16;14;5;5;30;1;10;45
172121;Vidrà;16;1159;10;49;0;0;9;37;0;0;2;12;0;0;14;1110
172137;Vidreres;35;699;34;664;1;0;34;624;11;36;1;3;11;0;5;35
252430;Vielha e Mijaran;84;14998;42;776;1;0;31;565;8;169;12;41;17;0;82;14223
431652;Vilabella;119;1531;119;1525;1;1;30;145;71;122;118;1256;18;1;6;6
172142;Vilabertran;8;59;8;59;2;0;5;56;2;2;1;1;2;0;0;0
172155;Vilablareix;13;237;13;237;2;1;12;217;6;9;4;10;3;0;0;0
082994;Vilada;10;535;3;79;0;0;3;79;0;0;0;0;0;0;10;455
172174;Viladamat;19;680;19;680;0;0;18;644;8;29;9;7;3;0;0;0
172168;Viladasens;25;840;25;784;0;0;24;767;9;13;6;4;10;0;6;55
083015;Viladecans;56;377;53;359;14;19;47;276;20;43;16;21;4;0;4;18
083008;Viladecavalls;7;13;6;11;0;0;2;8;0;0;4;3;2;0;2;2
172180;Vilademuls;79;2702;76;2683;0;0;73;2577;36;89;21;17;23;1;13;19
172207;Viladrau;13;294;12;59;2;0;9;47;1;0;3;11;2;0;5;235
172214;Vilafant;16;496;15;496;3;1;13;431;4;23;12;41;4;0;1;0
083054;Vilafranca del Penedès;100;890;99;887;0;0;28;80;23;20;98;787;10;0;1;3
252445;Vilagrassa;75;1214;74;1214;2;2;70;944;36;97;39;171;5;0;1;1
172235;Vilajuïga;25;321;24;313;0;0;6;66;3;8;22;239;1;0;4;8
431750;Vilalba dels Arcs;210;2480;210;2480;0;0;40;8;107;140;210;2331;33;1;1;0
083067;Vilalba Sasserra;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
252458;Vilaller;9;917;5;1;0;0;4;1;0;0;0;0;2;0;9;915
172240;Vilallonga de Ter;32;3112;19;110;0;0;15;107;1;3;0;0;10;0;32;3001
431665;Vilallonga del Camp;126;544;125;540;0;0;9;29;14;6;125;506;12;0;1;3
172253;Vilamacolum;22;582;22;582;1;0;21;518;15;43;7;20;0;0;0;0
172266;Vilamalla;13;506;13;506;0;0;11;472;6;20;8;14;3;0;0;0
172272;Vilamaniscle;14;145;14;143;0;0;1;3;0;0;14;140;4;0;2;2
252477;Vilamòs;15;266;5;67;0;0;4;31;1;5;4;31;1;0;15;199
172288;Vilanant;20;729;17;696;0;0;14;666;7;16;7;15;4;0;6;33
431671;Vilanova d'Escornalbou;41;254;41;254;0;0;7;35;5;10;39;209;4;0;0;0
252483;Vilanova de Bellpuig;98;1288;98;1288;2;0;91;975;23;47;35;266;15;0;0;0
252496;Vilanova de l'Aguda;75;2481;75;2478;1;0;75;2346;45;108;27;25;14;0;3;2
252542;Vilanova de la Barca;105;1530;105;1530;0;0;93;1251;34;45;40;234;20;1;1;0
252509;Vilanova de Meià;88;2351;87;1920;2;1;83;1661;51;186;50;71;25;1;10;431
431687;Vilanova de Prades;20;287;20;287;1;0;6;8;9;10;20;268;5;0;0;0
083036;Vilanova de Sau;11;254;9;55;0;0;9;55;1;0;1;0;0;0;5;199
252516;Vilanova de Segrià;62;490;61;478;2;1;34;158;19;14;47;305;12;0;3;12
083020;Vilanova del Camí;10;129;10;126;0;0;9;108;7;13;5;4;2;0;1;3
089024;Vilanova del Vallès;19;308;19;304;0;0;18;279;8;23;5;2;1;0;1;4
083073;Vilanova i la Geltrú;37;468;37;466;3;1;19;135;16;111;31;218;5;0;2;2
431690;Vilaplana;33;217;33;160;0;0;4;13;2;14;32;133;8;0;1;57
431704;Vila-rodona;110;1898;110;1898;0;0;44;116;81;157;109;1624;10;0;0;0
172305;Vila-sacra;15;495;15;495;2;1;14;464;8;14;6;16;5;0;0;0
252521;Vila-sana;105;1319;104;1315;0;0;94;1238;16;7;28;70;14;0;2;4
431711;Vila-seca;121;656;121;656;4;2;25;171;28;51;118;432;14;0;0;0
082140;Vilassar de Dalt;8;32;8;32;8;5;6;23;1;1;1;2;0;0;1;1
082191;Vilassar de Mar;37;51;37;51;25;25;22;26;2;1;2;0;4;0;0;0
172229;Vilaür;4;185;3;184;0;0;3;153;2;7;2;25;1;0;1;0
431726;Vilaverd;25;97;24;95;0;0;3;1;5;4;24;90;7;0;1;3
431732;Vilella Alta, la;19;126;19;126;0;0;2;0;5;5;19;122;1;0;0;0
431747;Vilella Baixa, la;28;162;28;162;0;0;3;3;13;6;28;154;5;0;1;0
172333;Vilobí d'Onyar;59;2064;57;2051;1;1;52;1863;20;49;17;137;15;0;4;13
083041;Vilobí del Penedès;55;758;55;758;0;0;14;31;21;12;55;715;7;0;0;0
172327;Vilopriu;14;599;14;598;0;0;12;543;8;51;7;4;2;0;2;1
252537;Vilosell, el;49;906;49;906;0;0;18;291;24;152;48;463;6;0;0;0
431763;Vimbodí i Poblet;70;1492;70;1401;0;0;25;500;33;109;68;791;12;0;5;92
252555;Vinaixa;71;1063;71;1063;0;0;14;89;26;39;71;935;7;0;0;0
431779;Vinebre;77;628;76;618;0;0;18;52;23;27;76;539;13;0;3;9
431785;Vinyols i els Arcs;103;532;103;532;4;4;24;79;34;61;97;388;16;0;0;0
083089;Viver i Serrateix;37;2298;35;1384;1;0;34;1346;15;34;4;4;11;0;19;914
430521;Xerta;212;1024;211;1016;1;0;20;13;13;13;209;988;28;1;4;9
;Catalunya;53903;1092215;52541;800833;781;752;28505;488661;16885;38416;36773;272798;8305;206;5370;291383

